Year,LiquidType
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS)
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CO2 (CARBON DIOXIDE)
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CO2 (CARBON DIOXIDE)
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,CRUDE OIL
2016,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2016,CRUDE OIL
2017,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2017,CRUDE OIL
