Year,LiquidType
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,CRUDE OIL
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2012,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2012,CRUDE OIL
2012,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CO2 (CARBON DIOXIDE)
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CO2 (CARBON DIOXIDE)
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CO2 (CARBON DIOXIDE)
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CO2 (CARBON DIOXIDE)
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CO2 (CARBON DIOXIDE)
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,CRUDE OIL
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2013,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS)
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
2014,CRUDE OIL
2014,CRUDE OIL
2014,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID"
